\lx,\ps,\gm,\ge,\cf,\rt,\sy,\sy,\z_manual_check
sukatan do linasu',n,termometer,thermometer,,"sukat, lasu'",,,
lasu',n,"hawa, cuaca",climate / weather,,,kotuongon,,
kotuongon,n,"hawa, cuaca",climate / weather,,,lasu',,
mamadadang,,memanaskan,to heat,dadang,,popolasu',,
popolasu',,memanaskan,to heat,lasu',,mamadadang,,
poposarui,,mendinginkan,to cool,sarui,,,,
moijau,,"cepat, laju",fast,ijau,,,,
mougui,,"lambat, perlahan",slow,ugui,,,,
palaan-palaan,n,perlahan-lahan,slowly,,,,,
magab-agab,n,buru-buru,in a hurry,agab,,,,
mawal,n,"awal, lekas","early, quick",awal,,,,
awal-awal,n,pagi-pagi,early (in the morning),awal,,,,
mangagab,,mempercepat,to speed up,agab,,,,
molimoyot,n,lambat (orang),sluggish (person),limoyot,,,,
mougui (taluuk),n,"seret, macet",sluggish (traffic),ugui,,,,CHECK_LX
nokotoron,n,"macet, tersumbat","plugged, stopped up",toron,,,,
maa-laa',n,ragu-ragu,hesitant,laa',,,,
nokotouri,,"terlambat, lewat",late,touri,,,,
basapad-sapad,n,berangsur-angsur,gradually,sapad,,,,
monungkamang,,merangkak,to crawl,tungkamang,,,,
popougui,,memperlambat,to slow down,ugui,,,,
sumimbul,,berlari,to run,simbul,,,,
miad dino no,,segera,immediately,iad,,tarus o,,
tarus o,,segera,immediately,tarus,,miad dino no,,
mobuoi,n,lama,long (time),buoi,,,,
ekspres,n,ekspres,fast / express,,,maagab,,
maagab,n,ekspres,fast / express,agab,,ekspres,,
malansar,n,lancar,fluent / smooth,lansar,,,,
gia' kumaraja',n,kata kerja,verb,,,,,
ngaran,n,kata benda,noun,,,,,
ganti ngaran,n,kata ganti,pronoun,,,,,
gia' poimpogulu',n,kata depan,preposition,,,,,
gia' kapamaraan,n,kata keterangan,adverb,,,,,
gia' kisambung,n,kata sambung,conjunction,,,,,
gia' ajap,n,kata seru,interjection,,,,,
gia' kuo,n,kata sifat,adjective,,,,,
gia' uot,n,kata tanya,interrogative,,,,,
pomogian,n,suku kata,syllable,,,,,
urup,n,huruf,letter,,,,,
boros,n,kata,word,,,,,
puun gia',n,kata dasar,root word,,,,,
gia' jadi,n,kata jadian,derivative,,,,,
sosorita',n,"ayat, kalimat",sentence,sorita',,,,
grammar,n,tatabahasa,grammar,,,,,
susunan nu gia',n,"susunan kata-kata, frasa",phrase,susun,,,,
gia' modibo,n,anak kalimat,clause,,,,,
pongusapan,n,ungkapan,expression,,,,,
tantu',adv,memang,"of course, certainly",,,mimang,,
mimang,adv,memang,"of course, certainly",,,tantu',,
tantu',adv,"tentu, pasti",certainly,,,,,
banar,adv,sungguh,truly,,,,,
kaa,adv,tidak,not,,,,,
banar no,adv,sebenarnya,actually,,,,,
barangkali',adv,barangkali,probably,,,,,
buli jadi,adv,mungkin,possibly,,,,,
rupa noh',adv,"tampaknya, rupanya",apparently,,,,,
kakal po,adv,"lagi, masih",still,,,,,
usul no,adv,agaknya,presumably,,,,,
salalu',adv,selalu,always,,,,,
masarok,adv,sering(kali),often,sarok,,,,
kadang-kadang,adv,kadang-kadang,occasionally,,,,,
insan,adv,pernah,ever,,,narasai',,
narasai',adv,pernah,ever,,,insan,,
kaa insan,adv,tak pernah,never,,,,,
kogumuan,adv,pada umumnya,generally,gumu',,,,
jarang-jarang,adv,jarang,rarely,,,,,
sama' sakali',adv,sekaligus,(all) at once,,,,,
kotigog,adv,tiba-tiba,suddenly,tigog,,,,
lagi',adv,"pula, lagi",again,,,,,
kaa noinsanan,adv,tidak sama sekali,not at all,insan,,,,
saumur-umur,adv,selama-lamanya,always / forever,,,,,
baagu,adv,baru,just,,,,,
do dino,adv,tadi,a little while ago,,,,,
suda,adv,"sudah, telah",already,,,,,
sabantar,adv,sebentar,in a moment,,,sakajap,,
sakajap,adv,sebentar,in a moment,,,sabantar,,
baru gonoi,adv,baru-baru ini,recently,,,,,
do touri,adv,belakangan ini,lately,touri,,,,
maagab,adv,dengan segera,immediately,agab,,,,
akan-akan,adv,hampir,almost,,,,,
poilabi,adv,agak,rather,labi,,,,
akan-akan,adv,hampir-hampir tidak,hardly,,,,,
andang biasa',adv,biasa,normal / as usual,,"andang, biasa'",,,
suma',adv,"cuma, hanya, saja",only,,,ani',,
ani',adv,"cuma, hanya, saja",only,,,suma',,
somumua,adv,"seluruhnya, semuanya",completely,,,,,
babanar,adv,"sangat, amat, sekali",very,banar,,,,
moindamaan,adv,terlalu,"too, excessively",,,,,
do mula' i,adv,"dahulu, dulu",formerly,mula',,,,
do mula-mula',adv,pada mulanya,at first,mula',,,,
singkait,adv,sekarang,now,,,do maino it,,
do maino it,adv,sekarang,now,,,singkait,,
kaa po,adv,belum,not yet,,,,,
nini',adv,juga,"also, anyway",,,,,
ingkuo pun,adv,biarpun demikian,anyway,,,,,
do,prep,di,"in, at, on",,,,,
do,prep,ke,to,,,,,
intad,prep,dari,"from, of",,,,,
dangan,prep,"sama, dengan",with,,,,,
kira',prep,akan,"about, in",,,,,
sawat,prep,atas,"on, for, in",,,karana',,
karana',prep,atas,"on, for, in",,,sawat,,
dangan koiso,prep,tanpa,without,,,,,
intad do,prep,sejak,since,,,,,
ontok,prep,selama,during,,,sawaktu,,
sawaktu,prep,selama,during,,,ontok,,
karana di/do,prep,bagi,for the sake of,,,,,CHECK_LX
guna' do,prep,buat,for the use of,,,,,
ontok do,prep,untuk,for the benefit of,,,,,
sampai,prep,"hingga, sampai",until,,,,,
monganai do,prep,"tentang, mengenai","about, concerning",,,,,
sopupus,prep,sepanjang,along,pupus,,,,
ni,prep,demi,by,,,,,
guna' o di,prep,guna,for the sake of,,,,,
tumalib,prep,melalui,"past, through",talib,,lumapas,,
lumapas,prep,melalui,"past, through",lapas,,tumalib,,
nu,prep,oleh,by the agency of,,,ni,,
ni,prep,oleh,by the agency of,,,nu,,
karana',prep,"sebab, kerana",because of,,,sabap,,
sabap,prep,"sebab, kerana",because of,,,karana',,
suma' ani',prep,kecuali,except,,,,,
tumuju,prep,menuju,towards,tuju,,,,
mangaya',prep,menurut,according to,waya',,,,
montok do,prep,berkat,owing to,,,,,
lumawan,prep,melawan,against,lawan,,,,
lapas,prep,"sesudah, setelah",after,lapas,,,,
sabalum,prep,sebelum,before,,,pogulu',,
pogulu',prep,sebelum,before,,,sabalum,,
maya do,prep,secara,in the manner of,waya',,,,
miad do,prep,sebagai,as,iad,,,,
katapi',coordconn,tetapi,but,,,,,
sabap,subordconn,"sebab, kerana",because,,,,,
sangalpun,subordconn,"walaupun, meskipun",even though,,,,,
miad po,subordconn,seakan-akan,as if,iad,,,,
asal ani',subordconn,"asalkan, asal",as long as,,,,,
lapas,subordconn,"setelah, sesudah",after,,,,,
pogulu',subordconn,sebelum,before,,,,,
om,coordconn,dan,and,,,,,
bila' poyo,subordconn,apabila,whenever,,,,,
waktu,subordconn,"waktu, ketika",when,,,ontok do,,
ontok do,subordconn,"waktu, ketika",when,,,waktu,,
do naamot,subordconn,"sedang, ketika",while / at the moment,,,,,
intad do gii,subordconn,sejak,since,,,,,
ontok,subordconn,"sedang, sambil",while,,,,,
supaya',subordconn,"agar, supaya",so that,,,,,
sampai,subordconn,"hingga, sampai",until,,,,,
kalau,subordconn,"kalau, jika","when, if",,,nung,oyo,
nung,subordconn,"kalau, jika","when, if",,,kalau,oyo,
oyo,subordconn,"kalau, jika","when, if",,,kalau,nung,
toi,coordconn,atau,or,,,,,
toi ko,conj,atau... atau,either... or,,,,,
tau pun,conj,baik... baik,both... and,,,,,
do,subordconn,bahwa,that,,,,,
intad,subordconn,daripada,than,,,,,
miad do,subordconn,seperti,"as, like",iad,,,,
gii,subordconn,yang,"the one who, which",,,,,
ih,interj,wah,"surprise, astonishment, fear",,,ide-de,ilili,
ide-de,interj,wah,"surprise, astonishment, fear",,,ih,ilili,
ilili,interj,wah,"surprise, astonishment, fear",,,ih,ide-de,
ui,interj,hai,"calls attention, joy, wonder",,,hei,,
hei,interj,hai,"calls attention, joy, wonder",,,ui,,
odoi,interj,aduh,"pain, pity",,,,,
aya,interj,masya Allah,"surprise, wonder",,,,,
iboko',interj,mari,invitation,,,,,
kaa maalap,interj,"mana boleh, masa, masakan",doubt,,,mana asi',mana diasi',
mana asi',interj,"mana boleh, masa, masakan",doubt,,,kaa maalap,mana diasi',
mana diasi',interj,"mana boleh, masa, masakan",doubt,,,kaa maalap,mana asi',
silaka',interj,celaka,"irritation, dissatisfaction, disappointment",,,,,
oh,interj,oh,regret,,,,,
ni awat daa,interj,sayang,pity,,,,,
sian,interj,kasihan,pity,,,,,
ei,interj,astaga,amazement,,,aa,,
aa,interj,astaga,amazement,,,ei,,
ah,interj,"ah, akh","dislike, disagreement, anger",,,,,
maap,interj,maaf,pardon,,,,,
isai,interrog,siapa,"who, whose",,,,,
nunu,interrog,apa,what,,,,,
songgian,interrog,bila,when,,,,,
ombo,interrog,di mana,where,,,,,
ombo ongoi,interrog,ke mana,to where,,,,,
ombo intad,interrog,dari mana,from where,,,,,
ombo dogii/gii,interrog,(yang) mana,which,,,,,CHECK_LX
poingkuo,interrog,bagaimana,how,,,,,
nokuo,interrog,"mengapa, kenapa",why,,,nunu sabap,,
nunu sabap,interrog,"mengapa, kenapa",why,,,nokuo,,
songkuo,interrog,berapa,"how much, how many",,,,,
songkuo buoi,interrog,berapa lama,how long,,,,,
isai sanganu,interrog,siapa punya,whose,,,,,
songkuo gumu',interrog,berapa banyak,"how much, how many",,,,,
ulun,clf,orang,people,,,,,
inan,clf,ekor,animals,,,,,
linsou,clf,buah,"fruits, big objects, abstract nouns",,,bua,,
bua,clf,buah,"fruits, big objects, abstract nouns",,,linsou,,
putul,clf,batang,"long, cylindrical objects (trees, cigars)",,,,,
susulung,clf,bentuk,rings,sulung,,,,
gumu,clf,bilah,"flat, bladed objects (knives, planks)",,,,,
ikar,clf,bidang,"land, fields, gardens, nets",,,sirang,,
sirang,clf,bidang,"land, fields, gardens, nets",,,ikar,,
sahalai,clf,helai,"flat, thin things (paper, cloth)",,,,,
utas,clf,utas,"long, soft things (threads, strings, nets)",,,,,
korot,clf,"kerat, potong","pieces of meat, bread, or things cut",,,,,
inan,clf,biji,"grains, seeds, small round things",,,,,
pusuk,clf,pucuk,"sharp, pointed things (rifles), letters",,,lambar,,
lambar,clf,pucuk,"sharp, pointed things (rifles), letters",,,pusuk,,
tundun,clf,sikat,bunch of bananas (hand),,,,,
rampun,clf,rumpun,"clusters (bamboo, lemongrass)",,,,,
pila',clf,keping,"slices, flat objects (coins, boards)",,,,,
tangkai,clf,"tangkai, kuntum","flowers, stalks",,,pumpung,,
pumpung,clf,"tangkai, kuntum","flowers, stalks",,,tangkai,,
papata,clf,patah,words (in a sentence),patah,,,,
turu',clf,titis,drops (liquid),,,,,
taguk,clf,teguk,"swallows, draughts",,,,,
katul,n,,,,,,,
laut,n,,,,,,,
lulun,,,,,,,,
labai,,,,,,,,
sonod,,,,,,,,
tolop,,,,,,,,
losod,n,,,,,,,
labui,,,,,,,,
sadui,,,,,,,,
ribau,,,,,,,,
tias,,,,,,,,
asa',,,,,,,,
kala',,,,,,,,
lamog,,,,,,,,
landai,,,,,,,,
tombol,n,,,,,,,
sonsong,n,,,,,,,
tuong,,,,,,,,
langga,n,,,,,,,
rondom,,,,,,,,
sampui,,,,,,,,
tolon,n,,,,,,,
sarui,,,,,,,,
simu',n,,,,,,,
langga',n,,,,,,,
silau,n,,,,,,,
goi',n,,,,,,,
tonob,n,,,,,,,
buoi,n,,,,,,,
agab,,,,,,,,
sarok,,,,,,,,
tuo,,,,,,,,
kunsi,,,,,,,,
sain,,,,,,,,
tanggai,n,,,,,,,
ubus,n,,,,,,,
sundu,,,,,,,,
ansak,,,,,,,,
mata',n,,,,,,,
sapou,n,,,,,,,
sumad,,,,,,,,
unggali,,,,,,,,
siau,n,,,,,,,
kaup,n,,,,,,,
amut,,,,,,,,
kukuruuk,,,,,,,,
ansu,,,,,,,,
sungu,,,,,,,,
tulud,,,,,,,,
pimpir,,,,,,,,
patuk,,,,,,,,
guab,,,,,,,,
gorok,,,,,,,,
susot,n,,,,,,,
buguk,n,,,,,,,
tongos,,,,,,,,
kokot,,,,,,,,
sapa',n,,,,,,,
guus,n,,,,,,,
siop,,,,,,,,
iwog,,,,,,,,
dila,,,,,,,,
sosop,,,,,,,,
obor,,,,,,,,
ansul,,,,,,,,
susu,,,,,,,,
tai,,,,,,,,
tinai',n,,,,,,,
rongog,,,,,,,,
ilong,,,,,,,,
solong,,,,,,,,
impura',,,,,,,,
sulilit,,,,,,,,
koili,,,,,,,,
ium,,,,,,,,
rabun,,,,,,,,
tingkodom,,,,,,,,
sikalat,,,,,,,,
kijop,,,,,,,,
kama',,,,,,,,
kasar,,,,,,,,
lami',n,,,,,,,
kodou,,,,,,,,
tawan,,,,,,,,
pandai,,,,,,,,
pikir,,,,,,,,
aga',,,,,,,,
arap,,,,,,,,
ondom,,,,,,,,
liiu,,,,,,,,
apal,,,,,,,,
liwan,n,,,,,,,
tutun,,,,,,,,
rati',,,,,,,,
timbang,,,,,,,,
sangka',,,,,,,,
akal,n,,,,,,,
budu',n,,,,,,,
ulau,n,,,,,,,
susui,,,,,,,,
ajar,,,,,,,,
singud,,,,,,,,
kinam,,,,,,,,
ranging,n,,,,,,,
lamis,n,,,,,,,
utong,,,,,,,,
sakit,n,,,,,,,
duol,n,,,,,,,
paya,n,,,,,,,
onsoi,n,,,,,,,
sikar,n,,,,,,,
bonsoi,n,,,,,,,
tagap,n,,,,,,,
lombon,n,,,,,,,
tukal,,,,,,,,
daras,n,,,,,,,
katol,n,,,,,,,
pirog,,,,,,,,
gogor,,,,,,,,
abo,n,,,,,,,
kansang,,,,,,,,
paning,n,,,,,,,
padi,n,,,,,,,
langou,,,,,,,,
kukul,,,,,,,,
todiso',,,,,,,,
sikok,,,,,,,,
tapik,n,,,,,,,
porisa,,,,,,,,
iloi',n,,,,,,,
adan,n,,,,,,,
jadi,,,,,,,,
pasi,,,,,,,,
patoi,,,,,,,,
gontian,,,,,,,,
tinoi,,,,,,,,
suang,,,,,,,,
idu',n,,,,,,,
atoi,n,,,,,,,
luui,,,,,,,,
rata,,,,,,,,
loub,,,,,,,,
laub,,,,,,,,
linggata',,,,,,,,
togiging,n,,,,,,,
lanat,,,,,,,,
tungkamang,,,,,,,,
tudung,,,,,,,,
lompom,,,,,,,,
ingkakat,,,,,,,,
singkurou,,,,,,,,
surung,,,,,,,,
unang,,,,,,,,
laang,,,,,,,,
tungganang,,,,,,,,
tapap,,,,,,,,
panau,n,,,,,,,
toron,n,,,,,,,
pirau,,,,,,,,
ada',,,,,,,,
tingkod,,,,,,,,
odop,,,,,,,,
dudu',n,,,,,,,
inipi',,,,,,,,
ompuang,,,,,,,,
jaga',,,,,,,,
tudau,,,,,,,,
tungag,,,,,,,,
balik,,,,,,,,
tinggaub,,,,,,,,
otos,,,,,,,,
indad,,,,,,,,
tanda',,,,,,,,
gagau,n,,,,,,,
ugad,,,,,,,,
ongoi,,,,,,,,
rikot,,,,,,,,
suon,,,,,,,,
guli',,,,,,,,
putar,,,,,,,,
pulas,,,,,,,,
liput,,,,,,,,
antos,,,,,,,,
talib,,,,,,,,
soborong,,,,,,,,
palid,,,,,,,,
labus,,,,,,,,
simbul,,,,,,,,
tindak,,,,,,,,
pua',,,,,,,,
takad,,,,,,,,
waya,,,,,,,,
sunu',,,,,,,,
alau,,,,,,,,
sumbaya',,,,,,,,
tamu,,,,,,,,
purut,,,,,,,,
timung,,,,,,,,
sarug,,,,,,,,
galud,n,,,,,,,
gaad,,,,,,,,
indakod,,,,,,,,
kakat,,,,,,,,
tuun,,,,,,,,
ratu',,,,,,,,
urung,n,,,,,,,
iib,,,,,,,,
jojob,,,,,,,,
jojok,,,,,,,,
urau,,,,,,,,
badung,,,,,,,,
unsut,n,,,,,,,
takis,n,,,,,,,
sumpak,,,,,,,,
tokon,,,,,,,,
sandig,,,,,,,,
tuntuad,,,,,,,,
babo,,,,,,,,
salura',,,,,,,,
ibit,,,,,,,,
ubul,,,,,,,,
alap,,,,,,,,
solura',,,,,,,,
susub,,,,,,,,
buka',,,,,,,,
baliu,,,,,,,,
ambur,,,,,,,,
tatak,,,,,,,,
ima',,,,,,,,
kodong,,,,,,,,
angkut,,,,,,,,
panu',,,,,,,,
sisip,,,,,,,,
amuk,,,,,,,,
tau',,,,,,,,
pungga,,,,,,,,
udan,,,,,,,,
runjung,,,,,,,,
angob,,,,,,,,
kondoi,,,,,,,,
babo',,,,,,,,
tanggung,,,,,,,,
ansip,,,,,,,,
suun,,,,,,,,
saan,,,,,,,,
kimging,,,,,,,,
bobog,,,,,,,,
gitik,,,,,,,,
uyog,,,,,,,,
kunggu',,,,,,,,
insud,,,,,,,,
lunyod,,,,,,,,
babak,,,,,,,,
ansur,n,,,,,,,
gagai,n,,,,,,,
kusau,,,,,,,,
giur,,,,,,,,
bukut,,,,,,,,
binasa,,,,,,,,
ruju,,,,,,,,
tulak,,,,,,,,
laas,,,,,,,,
puus,,,,,,,,
kikis,,,,,,,,
tagad,,,,,,,,
sinsib,,,,,,,,
korob,,,,,,,,
tibas,,,,,,,,
tobok,,,,,,,,
tata',,,,,,,,
ladi,,,,,,,,
ingkulit,,,,,,,,
kubak,,,,,,,,
anit,,,,,,,,
baagi,,,,,,,,
suai,,,,,,,,
tontom,,,,,,,,
arib,,,,,,,,
tipu',,,,,,,,
laput,n,,,,,,,
garis,n,,,,,,,
goloto,n,,,,,,,
urak,,,,,,,,
rusak,n,,,,,,,
tandang,,,,,,,,
sadu,,,,,,,,
bobor,,,,,,,,
bala,,,,,,,,
pasang,,,,,,,,
pakai,,,,,,,,
banta',,,,,,,,
ganti',,,,,,,,
kadut,,,,,,,,
paga',,,,,,,,
lasut,,,,,,,,
api',,,,,,,,
ginsir,,,,,,,,
nipis,,,,,,,,
pusing,,,,,,,,
katu',,,,,,,,
utus,,,,,,,,
iang,,,,,,,,
ukad,,,,,,,,
pigis,,,,,,,,
putung,,,,,,,,
gakut,,,,,,,,
bongkos,,,,,,,,
lopot,,,,,,,,
intal,,,,,,,,
likou,,,,,,,,
lingkuk,,,,,,,,
uyad,,,,,,,,
bungkar,,,,,,,,
ikam,,,,,,,,
buka,,,,,,,,
tukid,,,,,,,,
taak,,,,,,,,
olos,,,,,,,,
umboyo',,,,,,,,
suli',,,,,,,,
bayar,,,,,,,,
tagi,,,,,,,,
takou,,,,,,,,
aau,,,,,,,,
saluk,,,,,,,,
sambut,,,,,,,,
rakop,,,,,,,,
kurung,,,,,,,,
waris,,,,,,,,
toluod,n,,,,,,,
sara,,,,,,,,
lubuk,,,,,,,,
lulas,,,,,,,,
piid,,,,,,,,
kilat,,,,,,,,
kutab,,,,,,,,
gasa',,,,,,,,
tuyu',,,,,,,,
liung,,,,,,,,
injagup,,,,,,,,
paju,,,,,,,,
pupu',,,,,,,,
barus,,,,,,,,
songon,n,,,,,,,
tandig,,,,,,,,
tandon,,,,,,,,
raat,n,,,,,,,
asil,n,,,,,,,
guna',n,,,,,,,
doriwo',n,,,,,,,
amis,,,,,,,,
tulid,n,,,,,,,
sukur,n,,,,,,,
suaka',n,,,,,,,
galat,n,,,,,,,
ikum,n,,,,,,,
ambat,n,,,,,,,
budi,n,,,,,,,
tabang,n,,,,,,,
pantor,,,,,,,,
runus,,,,,,,,
aso,n,,,,,,,
puji,n,,,,,,,
tiru,n,,,,,,,
tunud,,,,,,,,
budut,,,,,,,,
duung,,,,,,,,
saga',,,,,,,,
rayou,,,,,,,,
songonulun,n,,,,,,,
doot,n,,,,,,,
solon,,,,,,,,
ajap,,,,,,,,
ginawo,,,,,,,,
durul,,,,,,,,
singot,n,,,,,,,
manang,,,,,,,,
ala,,,,,,,,
sanggup,n,,,,,,,
ompod,n,,,,,,,
sukup,n,,,,,,,
kumis,,,,,,,,
irak,,,,,,,,
tangi',,,,,,,,
rudu',,,,,,,,
ringi',,,,,,,,
roong,,,,,,,,
sanang,,,,,,,,
loyou,,,,,,,,
kiki',,,,,,,,
sayat,n,,,,,,,
singga,,,,,,,,
riisan,,,,,,,,
kaus,,,,,,,,
rindu',,,,,,,,
balas,,,,,,,,
dangki',n,,,,,,,
lodong,n,,,,,,,
sangka,n,,,,,,,
dagang,,,,,,,,
sakat,,,,,,,,
ondot,,,,,,,,
kolos,,,,,,,,
laa',n,,,,,,,
talou,,,,,,,,
gangau,,,,,,,,
abak,n,,,,,,,
jajal,n,,,,,,,
tigog,,,,,,,,
paru,n,,,,,,,
suba',n,,,,,,,
tukang,n,,,,,,,
sikap,n,,,,,,,
tiad,,,,,,,,
karas,n,,,,,,,
pongo,,,,,,,,
urumat,,,,,,,,
bagi,n,,,,,,,
sondiri',n,,,,,,,
ampun,,,,,,,,
uot,,,,,,,,
simbar,,,,,,,,
anu,,,,,,,,
torima',,,,,,,,
ipag,,,,,,,,
rati,,,,,,,,
sonsog,,,,,,,,
sarita',,,,,,,,
nasiat,,,,,,,,
bitua,,,,,,,,
ira',,,,,,,,
sadar,,,,,,,,
simban,,,,,,,,
ibu',,,,,,,,
banta,,,,,,,,
iad,,,,,,,,
alim,,,,,,,,
kutuk,,,,,,,,
tanang,,,,,,,,
tatap,,,,,,,,
pakat,,,,,,,,
tondos,,,,,,,,
abig,n,,,,,,,
gisak,,,,,,,,
luap,,,,,,,,
tangkar,,,,,,,,
konos,,,,,,,,
iwal,,,,,,,,
tulis,,,,,,,,
taip,,,,,,,,
abar,,,,,,,,
basa',n,,,,,,,
tarang,n,,,,,,,
garayat,,,,,,,,
dibo',n,,,,,,,
salin,n,,,,,,,
torimo',,,,,,,,
ubas,,,,,,,,
porisa',n,,,,,,,
paas,,,,,,,,
piil,,,,,,,,
sukat,,,,,,,,
ilai',n,,,,,,,
tabun,,,,,,,,
sakoi,,,,,,,,
angkat,,,,,,,,
basi,,,,,,,,
tumpang,n,,,,,,,
tanom,n,,,,,,,
tidong,n,,,,,,,
umo,n,,,,,,,
lubang,,,,,,,,
tuung,n,,,,,,,
omot,n,,,,,,,
upu',,,,,,,,
kakai,,,,,,,,
surud,,,,,,,,
parun,,,,,,,,
sungug,,,,,,,,
lai',n,,,,,,,
batang,n,,,,,,,
apon,,,,,,,,
tubo,,,,,,,,
taan,,,,,,,,
bubus,,,,,,,,
sambang,n,,,,,,,
alou,,,,,,,,
susuk,,,,,,,,
tiru',,,,,,,,
awos,,,,,,,,
badil,,,,,,,,
punong,,,,,,,,
ansang,,,,,,,,
tamong,,,,,,,,
kotop,,,,,,,,
sumbali,,,,,,,,
unggali',,,,,,,,
tumpol,,,,,,,,
totok,n,,,,,,,
tambir,,,,,,,,
tombong,,,,,,,,
salup,,,,,,,,
timpukul,,,,,,,,
sulug,,,,,,,,
lundum,,,,,,,,
taajo,,,,,,,,
kinis,,,,,,,,
pitor,,,,,,,,
pilos,,,,,,,,
tamba,n,,,,,,,
siwa',,,,,,,,
niaga',n,,,,,,,
logos,,,,,,,,
tuduk,n,,,,,,,
ukir,,,,,,,,
supu',n,,,,,,,
kira,n,,,,,,,
bisara',n,,,,,,,
dawa',n,,,,,,,
porinting,n,,,,,,,
lapos,,,,,,,,
agik,,,,,,,,
atap,,,,,,,,
siri,,,,,,,,
tuug,,,,,,,,
kukus,,,,,,,,
tanok,,,,,,,,
pantung,n,,,,,,,
palu,,,,,,,,
ayak,,,,,,,,
kuar,n,,,,,,,
sudu,,,,,,,,
lasu,,,,,,,,
golok,,,,,,,,
salag,,,,,,,,
lugu,,,,,,,,
guring,,,,,,,,
abug,,,,,,,,
goul,,,,,,,,
gaul,,,,,,,,
sodia',,,,,,,,
insisi',,,,,,,,
asap,,,,,,,,
kulit,,,,,,,,
garus,,,,,,,,
bikis,,,,,,,,
balad,,,,,,,,
simbula,n,,,,,,,
songkilab,,,,,,,,
kagut,,,,,,,,
sorob,n,,,,,,,
kiop,,,,,,,,
umpu,,,,,,,,
pisok,,,,,,,,
timbu,n,,,,,,,
rapa',n,,,,,,,
rusod,n,,,,,,,
akan,,,,,,,,
gulon,,,,,,,,
asug,,,,,,,,
inum,,,,,,,,
irup,,,,,,,,
(a)siop?,,,,,,,,
alu,n,,,,,,,
asin,,,,,,,,
onsom,,,,,,,,
pait,,,,,,,,
podos,n,,,,,,,
buntung,n,,,,,,,
lanut,n,,,,,,,
tapu,n,,,,,,,
unos,n,,,,,,,
parot,n,,,,,,,
ambus,,,,,,,,
inggat,,,,,,,,
iwan,n,,,,,,,
aka',n,,,,,,,
upus,n,,,,,,,
langai,n,,,,,,,
sumandak,n,,,,,,,
aki',n,,,,,,,
sawo,n,,,,,,,
kawin,,,,,,,,
puod,n,,,,,,,
gumu',n,,,,,,,
pili',n,,,,,,,
lawan,n,,,,,,,
ramai,n,,,,,,,
apit,,,,,,,,
runding,n,,,,,,,
saksi',n,,,,,,,
main,n,,,,,,,
judi,,,,,,,,
paki',n,,,,,,,
rugi',,,,,,,,
toro',,,,,,,,
binasa',,,,,,,,
imang,n,,,,,,,
solinu,,,,,,,,
rampas,n,,,,,,,
adang,,,,,,,,
gugur,,,,,,,,
langgar,,,,,,,,
jiil,n,,,,,,,
akun,,,,,,,,
posion,n,,,,,,,
bangun,,,,,,,,
samba,,,,,,,,
sambayang,,,,,,,,
sasi,n,,,,,,,
injil,n,,,,,,,
tobus,,,,,,,,
tongob,,,,,,,,
sumbayang,n,,,,,,,
aji,,,,,,,,
wara,,,,,,,,
taru,,,,,,,,
inga,n,,,,,,,
uub,,,,,,,,
tawar,n,,,,,,,
silap,n,,,,,,,
lulan,n,,,,,,,
ampas,,,,,,,,
lukis,,,,,,,,
palan,,,,,,,,
talang,,,,,,,,
bali,,,,,,,,
olon,,,,,,,,
naik,,,,,,,,
tipu,,,,,,,,
jamin,n,,,,,,,
laku,n,,,,,,,
kaya,,,,,,,,
jara',n,,,,,,,
tangan,n,,,,,,,
boug,n,,,,,,,
untob,,,,,,,,
intanga',,,,,,,,
ratus,n,,,,,,,
ribu,n,,,,,,,
kuri',n,,,,,,,
balu,n,,,,,,,
ruang,,,,,,,,
kali',,,,,,,,
suku,n,,,,,,,
tanga',n,,,,,,,
rangau,n,,,,,,,
sudu',n,,,,,,,
ropo,n,,,,,,,
gonggom,n,,,,,,,
gayo,,,,,,,,
nini,,,,,,,,
luas,,,,,,,,
sampit,,,,,,,,
dalom,,,,,,,,
gawad,,,,,,,,
jangkou,,,,,,,,
lingkis,n,,,,,,,
agat,,,,,,,,
gaan,,,,,,,,
lidut,,,,,,,,
ijau,n,,,,,,,
ugui,n,,,,,,,
kilong,n,,,,,,,
bulat,,,,,,,,
bulugu',,,,,,,,
pasagi',n,,,,,,,
sagi',n,,,,,,,
pantai,n,,,,,,,
bujur,n,,,,,,,
tiduku,n,,,,,,,
lundu',n,,,,,,,
burud,n,,,,,,,
doriwo,n,,,,,,,
sokitar,n,,,,,,,
guang,n,,,,,,,
lalom,n,,,,,,,
sampaping,n,,,,,,,
lambus,n,,,,,,,
tupak,n,,,,,,,
idis,n,,,,,,,
ibang,n,,,,,,,
purak,n,,,,,,,
itom,n,,,,,,,
ria',n,,,,,,,
silou,n,,,,,,,
tomou,n,,,,,,,
balang,n,,,,,,,
taris,n,,,,,,,
tundok,n,,,,,,,
pasi',n,,,,,,,
jabut,,,,,,,,
katud,n,,,,,,,
alus,n,,,,,,,
ngalor,,,,,,,,
alur,n,,,,,,,
ilou,n,,,,,,,
puang,n,,,,,,,
kabur,n,,,,,,,
rokot,n,,,,,,,
layu,n,,,,,,,
kurupong,n,,,,,,,
kuradut,n,,,,,,,
lonot,n,,,,,,,
ukab,,,,,,,,
luag,n,,,,,,,
kaku',,,,,,,,
sangit,n,,,,,,,
